rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay,delay_range,rental_id_join,delay_at_checkout_in_minutes_join,real_delay
552238,386259,connect,ended,-10.0,550185.0,420.0,On time,On time,550185,15.0,405.0
532141,377670,connect,ended,-10.0,552933.0,150.0,On time,On time,552933,-145.0,295.0
552765,366981,connect,ended,-10.0,544722.0,420.0,On time,On time,544722,-822.0,1242.0
554143,401387,mobile,ended,-10.0,553151.0,60.0,On time,On time,553151,-1.0,61.0
541964,356106,connect,ended,-9.0,543577.0,0.0,On time,On time,543577,-13.0,13.0
558185,401869,connect,ended,-9.0,556469.0,510.0,On time,On time,556469,231.0,279.0
558046,401869,connect,canceled,,556469.0,480.0,Unknown,Unknown,556469,231.0,249.0
562317,345080,connect,ended,-9.0,563786.0,210.0,On time,On time,563786,-80.0,290.0
543328,358772,connect,ended,-9.0,552619.0,240.0,On time,On time,552619,-38.0,278.0
565937,290600,connect,ended,-9.0,567467.0,0.0,On time,On time,567467,6.0,-6.0
550564,333910,mobile,ended,-9.0,542509.0,120.0,On time,On time,542509,30.0,90.0
554673,383344,connect,ended,-9.0,553891.0,180.0,On time,On time,553891,-27.0,207.0
569501,295830,connect,ended,-9.0,557587.0,120.0,On time,On time,557587,-404.0,524.0
551843,396470,mobile,ended,-8.0,545947.0,30.0,On time,On time,545947,-44.0,74.0
555952,363386,mobile,ended,-8.0,555902.0,300.0,On time,On time,555902,131.0,169.0
562612,413896,mobile,ended,-8.0,560091.0,0.0,On time,On time,560091,527.0,-527.0
546406,310518,mobile,ended,-8.0,545465.0,330.0,On time,On time,545465,-51.0,381.0
555116,339607,mobile,ended,-8.0,553008.0,720.0,On time,On time,553008,64.0,656.0
544317,361564,mobile,ended,-8.0,530202.0,120.0,On time,On time,530202,21.0,99.0
528872,395598,mobile,ended,-8.0,548852.0,210.0,On time,On time,548852,-101.0,311.0
559898,362187,connect,ended,-8.0,556725.0,240.0,On time,On time,556725,-633.0,873.0
552168,412021,mobile,ended,-8.0,553299.0,360.0,On time,On time,553299,13.0,347.0
568361,324821,connect,ended,-8.0,564684.0,90.0,On time,On time,564684,-26.0,116.0
560439,316678,connect,ended,-8.0,521403.0,60.0,On time,On time,521403,-31.0,91.0
573931,300377,mobile,ended,-8.0,568712.0,120.0,On time,On time,568712,1760.0,-1640.0
539171,372878,mobile,ended,-8.0,543033.0,60.0,On time,On time,543033,-45.0,105.0
573274,298117,connect,ended,-7.0,571227.0,210.0,On time,On time,571227,-13.0,223.0
543717,402078,mobile,ended,-7.0,537304.0,240.0,On time,On time,537304,-5.0,245.0
560197,376652,mobile,ended,-7.0,556960.0,420.0,On time,On time,556960,-13.0,433.0
544605,304392,connect,ended,-7.0,528643.0,120.0,On time,On time,528643,13.0,107.0
535781,319373,connect,ended,-7.0,552184.0,90.0,On time,On time,552184,-7.0,97.0
543822,362101,mobile,ended,-7.0,511338.0,30.0,On time,On time,511338,-63.0,93.0
573546,390467,connect,ended,-7.0,572236.0,60.0,On time,On time,572236,-88.0,148.0
534827,404169,mobile,ended,-7.0,531158.0,90.0,On time,On time,531158,29.0,61.0
559430,357530,connect,ended,-7.0,558258.0,0.0,On time,On time,558258,2.0,-2.0
556825,404130,connect,ended,-7.0,551494.0,720.0,On time,On time,551494,-111.0,831.0
567968,223850,mobile,ended,-6.0,561253.0,210.0,On time,On time,561253,83.0,127.0
567472,223850,mobile,canceled,,561253.0,210.0,Unknown,Unknown,561253,83.0,127.0
540769,396009,connect,ended,-6.0,539540.0,60.0,On time,On time,539540,-47.0,107.0
533670,320824,connect,ended,-6.0,556563.0,630.0,On time,On time,556563,23.0,607.0
544201,301228,mobile,ended,-6.0,542164.0,540.0,On time,On time,542164,-25.0,565.0
543815,385523,connect,ended,-6.0,541049.0,150.0,On time,On time,541049,82.0,68.0
535326,377509,mobile,ended,-6.0,539365.0,60.0,On time,On time,539365,28.0,32.0
551273,398247,mobile,ended,-6.0,550197.0,630.0,On time,On time,550197,-3.0,633.0
555646,407465,connect,ended,-6.0,553623.0,30.0,On time,On time,553623,-59.0,89.0
557777,407055,connect,ended,-5.0,558647.0,270.0,On time,On time,558647,-60.0,330.0
568757,379316,mobile,ended,-5.0,567008.0,480.0,On time,On time,567008,6.0,474.0
563832,389565,connect,ended,-5.0,564385.0,60.0,On time,On time,564385,22.0,38.0
571607,374360,connect,ended,-5.0,570644.0,0.0,On time,On time,570644,18.0,-18.0
569818,361055,mobile,ended,-5.0,506459.0,510.0,On time,On time,506459,-28.0,538.0
571591,415629,mobile,ended,-5.0,565345.0,90.0,On time,On time,565345,-54.0,144.0
567165,311943,mobile,ended,-5.0,569360.0,570.0,On time,On time,569360,87.0,483.0
567364,403871,mobile,ended,-5.0,560535.0,450.0,On time,On time,560535,133.0,317.0
532543,397470,mobile,ended,-5.0,537576.0,150.0,On time,On time,537576,18.0,132.0
532405,380833,mobile,ended,-5.0,538592.0,30.0,On time,On time,538592,-544.0,574.0
516667,380833,mobile,canceled,,538592.0,30.0,Unknown,Unknown,538592,-544.0,574.0
561219,295860,mobile,ended,-5.0,574786.0,60.0,On time,On time,574786,65.0,-5.0
543571,373893,connect,ended,-4.0,534820.0,150.0,On time,On time,534820,-576.0,726.0
539186,402083,connect,ended,-4.0,532634.0,510.0,On time,On time,532634,-275.0,785.0
558250,375126,connect,ended,-4.0,549813.0,600.0,On time,On time,549813,-58.0,658.0
526518,332564,mobile,ended,-4.0,534198.0,90.0,On time,On time,534198,-67.0,157.0
565591,381787,connect,ended,-4.0,572671.0,720.0,On time,On time,572671,12.0,708.0
549107,350873,connect,ended,-4.0,547903.0,0.0,On time,On time,547903,-215.0,215.0
536697,316042,mobile,ended,-4.0,566005.0,0.0,On time,On time,566005,354.0,-354.0
546139,375047,connect,ended,-4.0,557540.0,240.0,On time,On time,557540,-69.0,309.0
544473,378931,mobile,ended,-4.0,536978.0,60.0,On time,On time,536978,271.0,-211.0
548868,356434,mobile,ended,-4.0,551652.0,0.0,On time,On time,551652,-3.0,3.0
548307,404571,mobile,ended,-4.0,532798.0,90.0,On time,On time,532798,45.0,45.0
556514,409197,mobile,ended,-3.0,551728.0,720.0,On time,On time,551728,-56.0,776.0
559492,339475,mobile,ended,-3.0,555193.0,270.0,On time,On time,555193,16.0,254.0
547589,373367,mobile,ended,-3.0,545463.0,60.0,On time,On time,545463,40.0,20.0
549430,366071,mobile,ended,-3.0,551575.0,180.0,On time,On time,551575,22.0,158.0
547430,411521,mobile,ended,-3.0,547755.0,210.0,On time,On time,547755,62.0,148.0
548501,370907,mobile,ended,-3.0,548865.0,720.0,On time,On time,548865,25.0,695.0
561744,413333,mobile,ended,-3.0,564275.0,600.0,On time,On time,564275,-235.0,835.0
545009,317303,mobile,ended,-3.0,541002.0,120.0,On time,On time,541002,19.0,101.0
567038,407465,connect,ended,-3.0,566140.0,180.0,On time,On time,566140,41.0,139.0
553940,390068,connect,ended,-3.0,556203.0,180.0,On time,On time,556203,169.0,11.0
561368,249274,connect,ended,-3.0,558711.0,30.0,On time,On time,558711,10.0,20.0
567093,415726,mobile,ended,-2.0,565126.0,270.0,On time,On time,565126,4.0,266.0
548906,312157,mobile,ended,-2.0,555893.0,690.0,On time,On time,555893,-49.0,739.0
564384,398152,connect,ended,-2.0,562529.0,720.0,On time,On time,562529,40.0,680.0
526111,377781,mobile,ended,-2.0,539387.0,660.0,On time,On time,539387,22.0,638.0
559709,379889,mobile,ended,-2.0,554879.0,90.0,On time,On time,554879,14.0,76.0
533456,368432,mobile,ended,-2.0,539640.0,600.0,On time,On time,539640,-12.0,612.0
544576,377119,connect,ended,-2.0,542935.0,360.0,On time,On time,542935,16.0,344.0
565760,386413,connect,ended,-2.0,550806.0,0.0,On time,On time,550806,-18.0,18.0
544075,353270,mobile,ended,-2.0,533945.0,150.0,On time,On time,533945,130.0,20.0
573460,347208,connect,ended,-1.0,572521.0,0.0,On time,On time,572521,-875.0,875.0
565397,389565,connect,ended,-1.0,563832.0,660.0,On time,On time,563832,-5.0,665.0
542561,374684,mobile,ended,-1.0,545068.0,720.0,On time,On time,545068,-31.0,751.0
567126,396435,connect,ended,-1.0,535053.0,420.0,On time,On time,535053,-81.0,501.0
566606,415533,mobile,ended,-1.0,566705.0,660.0,On time,On time,566705,-17.0,677.0
551983,264870,mobile,ended,-1.0,550875.0,150.0,On time,On time,550875,-129.0,279.0
555637,300505,connect,ended,-1.0,545888.0,60.0,On time,On time,545888,-137.0,197.0
563443,342699,connect,ended,-1.0,566561.0,570.0,On time,On time,566561,-13.0,583.0
546464,389785,connect,ended,-1.0,550903.0,690.0,On time,On time,550903,-18.0,708.0
546943,368432,mobile,ended,0.0,560801.0,0.0,On time,On time,560801,3.0,-3.0
543788,377071,mobile,ended,0.0,538874.0,30.0,On time,On time,538874,2.0,28.0
553217,273577,mobile,ended,0.0,538723.0,210.0,On time,On time,538723,-33.0,243.0
559077,355444,connect,ended,0.0,554528.0,240.0,On time,On time,554528,-32.0,272.0
529942,385128,mobile,ended,0.0,520000.0,120.0,On time,On time,520000,29.0,91.0
568500,312603,connect,ended,0.0,565109.0,60.0,On time,On time,565109,-956.0,1016.0
554913,351258,mobile,ended,0.0,555581.0,270.0,On time,On time,555581,250.0,20.0
565247,406625,connect,ended,0.0,561277.0,0.0,On time,On time,561277,39.0,-39.0
545070,398326,mobile,ended,0.0,544957.0,270.0,On time,On time,544957,13.0,257.0
573809,167490,mobile,ended,0.0,569307.0,660.0,On time,On time,569307,-22.0,682.0
539298,356407,mobile,ended,0.0,539220.0,30.0,On time,On time,539220,1.0,29.0
555190,194356,mobile,ended,0.0,559148.0,510.0,On time,On time,559148,617.0,-107.0
552075,364038,mobile,ended,0.0,514557.0,30.0,On time,On time,514557,-1.0,31.0
510586,393908,mobile,ended,0.0,525150.0,300.0,On time,On time,525150,49.0,251.0
524355,385972,mobile,ended,1.0,548080.0,660.0,Late,Up to 30min late,548080,34.0,626.0
520147,392147,mobile,ended,1.0,536236.0,390.0,Late,Up to 30min late,536236,3.0,387.0
545980,396009,connect,ended,1.0,549819.0,60.0,Late,Up to 30min late,549819,-425.0,485.0
541605,386259,connect,ended,1.0,535939.0,660.0,Late,Up to 30min late,535939,-151.0,811.0
573350,301068,mobile,ended,1.0,530691.0,0.0,Late,Up to 30min late,530691,8.0,-8.0
533317,381029,mobile,ended,1.0,539720.0,90.0,Late,Up to 30min late,539720,-534.0,624.0
563721,413181,mobile,ended,2.0,560542.0,150.0,Late,Up to 30min late,560542,4.0,146.0
560787,413181,mobile,canceled,,560542.0,150.0,Unknown,Unknown,560542,4.0,146.0
545705,352039,connect,ended,2.0,548559.0,720.0,Late,Up to 30min late,548559,19.0,701.0
540942,325695,mobile,ended,2.0,536685.0,600.0,Late,Up to 30min late,536685,-79.0,679.0
556762,329718,mobile,ended,2.0,566035.0,120.0,Late,Up to 30min late,566035,-17.0,137.0
542041,208090,mobile,ended,2.0,541715.0,30.0,Late,Up to 30min late,541715,-20.0,50.0
556619,214635,connect,ended,2.0,540747.0,240.0,Late,Up to 30min late,540747,-972.0,1212.0
541634,214635,connect,canceled,,540747.0,420.0,Unknown,Unknown,540747,-972.0,1392.0
540924,374809,connect,ended,2.0,547311.0,240.0,Late,Up to 30min late,547311,7.0,233.0
543625,366071,mobile,ended,2.0,538192.0,720.0,Late,Up to 30min late,538192,-64.0,784.0
558258,357530,connect,ended,2.0,557097.0,690.0,Late,Up to 30min late,557097,-49.0,739.0
546242,368604,connect,ended,2.0,555708.0,540.0,Late,Up to 30min late,555708,-95.0,635.0
543497,341119,connect,ended,2.0,543297.0,30.0,Late,Up to 30min late,543297,66.0,-36.0
553572,383499,mobile,ended,2.0,553742.0,420.0,Late,Up to 30min late,553742,-23.0,443.0
568416,336935,connect,ended,2.0,559824.0,630.0,Late,Up to 30min late,559824,14.0,616.0
539838,295415,mobile,ended,2.0,541223.0,390.0,Late,Up to 30min late,541223,158.0,232.0
566043,309070,connect,ended,2.0,560738.0,300.0,Late,Up to 30min late,560738,-37.0,337.0
544346,377509,mobile,ended,3.0,544659.0,0.0,Late,Up to 30min late,544659,-112.0,112.0
574151,241021,connect,ended,3.0,572285.0,720.0,Late,Up to 30min late,572285,-101.0,821.0
505758,392805,mobile,ended,3.0,528920.0,90.0,Late,Up to 30min late,528920,83.0,7.0
568325,354026,mobile,ended,3.0,567791.0,90.0,Late,Up to 30min late,567791,18.0,72.0
541068,389147,mobile,ended,3.0,537097.0,210.0,Late,Up to 30min late,537097,-722.0,932.0
547497,404130,connect,ended,3.0,541826.0,90.0,Late,Up to 30min late,541826,97.0,-7.0
564096,310553,connect,ended,3.0,561903.0,0.0,Late,Up to 30min late,561903,-7.0,7.0
535209,383540,mobile,ended,3.0,538639.0,330.0,Late,Up to 30min late,538639,38.0,292.0
551957,359045,connect,ended,3.0,546597.0,30.0,Late,Up to 30min late,546597,-69.0,99.0
544158,242437,mobile,ended,3.0,542867.0,0.0,Late,Up to 30min late,542867,-14.0,14.0
539751,374684,mobile,ended,3.0,537514.0,660.0,Late,Up to 30min late,537514,20.0,640.0
558742,192603,mobile,ended,3.0,562673.0,420.0,Late,Up to 30min late,562673,415.0,5.0
543125,316042,mobile,ended,3.0,542232.0,720.0,Late,Up to 30min late,542232,-226.0,946.0
541897,321801,mobile,ended,3.0,539969.0,150.0,Late,Up to 30min late,539969,-37.0,187.0
546636,399528,connect,ended,4.0,545268.0,540.0,Late,Up to 30min late,545268,23.0,517.0
573034,227100,mobile,ended,4.0,569554.0,120.0,Late,Up to 30min late,569554,-15.0,135.0
541926,409589,mobile,ended,4.0,538736.0,150.0,Late,Up to 30min late,538736,52.0,98.0
571936,248926,mobile,ended,4.0,567346.0,60.0,Late,Up to 30min late,567346,-4.0,64.0
558441,358225,mobile,ended,4.0,552053.0,0.0,Late,Up to 30min late,552053,11.0,-11.0
557086,398733,mobile,ended,4.0,555668.0,0.0,Late,Up to 30min late,555668,17.0,-17.0
556965,187740,mobile,ended,4.0,556605.0,0.0,Late,Up to 30min late,556605,-15.0,15.0
560901,256882,mobile,ended,4.0,560362.0,480.0,Late,Up to 30min late,560362,14.0,466.0
552116,363280,mobile,ended,4.0,519547.0,540.0,Late,Up to 30min late,519547,73.0,467.0
537401,408927,mobile,ended,4.0,546980.0,60.0,Late,Up to 30min late,546980,11.0,49.0
558403,380407,mobile,ended,4.0,547147.0,0.0,Late,Up to 30min late,547147,-240.0,240.0
545483,406927,mobile,ended,4.0,538253.0,120.0,Late,Up to 30min late,538253,11.0,109.0
557878,386786,mobile,ended,5.0,553306.0,360.0,Late,Up to 30min late,553306,18.0,342.0
512171,395608,mobile,ended,5.0,535039.0,180.0,Late,Up to 30min late,535039,62.0,118.0
536387,310661,mobile,ended,5.0,539166.0,720.0,Late,Up to 30min late,539166,-184.0,904.0
572953,392055,mobile,ended,5.0,562635.0,300.0,Late,Up to 30min late,562635,-22.0,322.0
530724,397728,mobile,ended,5.0,572331.0,270.0,Late,Up to 30min late,572331,49.0,221.0
535011,369881,connect,ended,5.0,506161.0,120.0,Late,Up to 30min late,506161,6.0,114.0
573622,390479,mobile,ended,5.0,570957.0,120.0,Late,Up to 30min late,570957,7.0,113.0
567609,297832,mobile,ended,5.0,566110.0,0.0,Late,Up to 30min late,566110,-1102.0,1102.0
567517,358103,mobile,ended,5.0,561286.0,0.0,Late,Up to 30min late,561286,10.0,-10.0
566060,394656,connect,ended,5.0,564793.0,240.0,Late,Up to 30min late,564793,54.0,186.0
526752,389451,mobile,ended,5.0,532361.0,630.0,Late,Up to 30min late,532361,4.0,626.0
549738,337582,mobile,ended,6.0,521066.0,720.0,Late,Up to 30min late,521066,,
540779,384193,connect,ended,6.0,550547.0,0.0,Late,Up to 30min late,550547,-62.0,62.0
538136,175289,connect,ended,6.0,547208.0,570.0,Late,Up to 30min late,547208,5.0,565.0
540243,352921,connect,ended,6.0,537768.0,0.0,Late,Up to 30min late,537768,-3.0,3.0
506161,369881,connect,ended,6.0,549345.0,30.0,Late,Up to 30min late,549345,22.0,8.0
559197,400591,mobile,ended,6.0,553823.0,0.0,Late,Up to 30min late,553823,6.0,-6.0
553252,394656,connect,ended,6.0,546275.0,540.0,Late,Up to 30min late,546275,-663.0,1203.0
563248,385625,connect,ended,6.0,556513.0,0.0,Late,Up to 30min late,556513,-68.0,68.0
545486,336522,mobile,ended,6.0,545384.0,420.0,Late,Up to 30min late,545384,31.0,389.0
546532,407632,mobile,ended,6.0,546199.0,720.0,Late,Up to 30min late,546199,-66.0,786.0
529128,382700,mobile,ended,6.0,506728.0,0.0,Late,Up to 30min late,506728,-67.0,67.0
560548,351024,mobile,ended,6.0,508535.0,90.0,Late,Up to 30min late,508535,102.0,-12.0
543665,397413,mobile,ended,7.0,541444.0,30.0,Late,Up to 30min late,541444,901.0,-871.0
551104,366371,connect,ended,7.0,550102.0,30.0,Late,Up to 30min late,550102,-37.0,67.0
524703,352436,mobile,ended,7.0,538643.0,60.0,Late,Up to 30min late,538643,13.0,47.0
559859,310049,mobile,ended,7.0,554407.0,120.0,Late,Up to 30min late,554407,76.0,44.0
547311,374809,connect,ended,7.0,539330.0,90.0,Late,Up to 30min late,539330,20.0,70.0
540003,409113,mobile,ended,7.0,540751.0,180.0,Late,Up to 30min late,540751,204.0,-24.0
545532,387939,connect,ended,7.0,546352.0,300.0,Late,Up to 30min late,546352,91.0,209.0
559335,391125,mobile,ended,7.0,559214.0,120.0,Late,Up to 30min late,559214,79.0,41.0
562971,396777,mobile,ended,7.0,558913.0,420.0,Late,Up to 30min late,558913,19.0,401.0
569272,366164,connect,ended,7.0,571324.0,120.0,Late,Up to 30min late,571324,-294.0,414.0
564518,389104,mobile,ended,7.0,546382.0,30.0,Late,Up to 30min late,546382,-35.0,65.0
561450,192179,connect,ended,7.0,541144.0,540.0,Late,Up to 30min late,541144,46.0,494.0
540127,296967,connect,ended,7.0,519682.0,720.0,Late,Up to 30min late,519682,-223.0,943.0
554235,394801,mobile,ended,7.0,559412.0,30.0,Late,Up to 30min late,559412,-28.0,58.0
574638,414681,mobile,ended,7.0,572181.0,180.0,Late,Up to 30min late,572181,147.0,33.0
542401,410393,mobile,ended,7.0,541971.0,180.0,Late,Up to 30min late,541971,137.0,43.0
543115,381914,mobile,ended,7.0,541395.0,300.0,Late,Up to 30min late,541395,61.0,239.0
568724,382821,connect,ended,7.0,560988.0,720.0,Late,Up to 30min late,560988,-53.0,773.0
553646,274001,mobile,ended,7.0,539712.0,120.0,Late,Up to 30min late,539712,134.0,-14.0
545047,380480,mobile,ended,7.0,544328.0,690.0,Late,Up to 30min late,544328,20.0,670.0
552987,400689,mobile,ended,7.0,559416.0,0.0,Late,Up to 30min late,559416,7.0,-7.0
567286,295619,mobile,ended,7.0,567805.0,150.0,Late,Up to 30min late,567805,52.0,98.0
548863,409344,mobile,ended,7.0,547160.0,300.0,Late,Up to 30min late,547160,1.0,299.0
559739,308181,connect,ended,8.0,564990.0,120.0,Late,Up to 30min late,564990,133.0,-13.0
558654,366981,connect,ended,8.0,542471.0,630.0,Late,Up to 30min late,542471,-98.0,728.0
553900,398802,mobile,ended,8.0,540217.0,0.0,Late,Up to 30min late,540217,-988.0,988.0
554812,298516,connect,ended,8.0,548564.0,150.0,Late,Up to 30min late,548564,-26.0,176.0
557536,407411,mobile,ended,8.0,555201.0,30.0,Late,Up to 30min late,555201,-26.0,56.0
553553,408883,mobile,ended,8.0,564585.0,0.0,Late,Up to 30min late,564585,17.0,-17.0
543930,409636,mobile,ended,8.0,539399.0,720.0,Late,Up to 30min late,539399,93.0,627.0
558627,305525,connect,ended,8.0,559997.0,0.0,Late,Up to 30min late,559997,6.0,-6.0
538584,406994,mobile,ended,9.0,533472.0,330.0,Late,Up to 30min late,533472,108.0,222.0
555916,178845,mobile,ended,9.0,550592.0,300.0,Late,Up to 30min late,550592,0.0,300.0
555942,250644,mobile,ended,9.0,554060.0,300.0,Late,Up to 30min late,554060,36.0,264.0
576292,181625,connect,ended,9.0,573698.0,90.0,Late,Up to 30min late,573698,61.0,29.0
538939,222934,mobile,ended,9.0,543854.0,60.0,Late,Up to 30min late,543854,-17.0,77.0
548792,361564,mobile,ended,9.0,548637.0,60.0,Late,Up to 30min late,548637,-175.0,235.0
565099,413351,mobile,ended,9.0,561247.0,0.0,Late,Up to 30min late,561247,2.0,-2.0
549917,389958,mobile,ended,9.0,557743.0,720.0,Late,Up to 30min late,557743,45.0,675.0
559528,255576,connect,ended,9.0,558076.0,660.0,Late,Up to 30min late,558076,-22.0,682.0
548118,408506,mobile,ended,9.0,544336.0,720.0,Late,Up to 30min late,544336,-16.0,736.0
540194,392479,mobile,ended,9.0,556565.0,360.0,Late,Up to 30min late,556565,-28.0,388.0
557316,381583,mobile,ended,10.0,554028.0,150.0,Late,Up to 30min late,554028,100.0,50.0
552598,376840,connect,ended,10.0,549549.0,540.0,Late,Up to 30min late,549549,-153.0,693.0
545211,310661,mobile,ended,10.0,536387.0,450.0,Late,Up to 30min late,536387,5.0,445.0
529239,354515,mobile,ended,10.0,565896.0,360.0,Late,Up to 30min late,565896,-405.0,765.0
561206,312603,connect,ended,10.0,554958.0,30.0,Late,Up to 30min late,554958,183.0,-153.0
549176,390481,mobile,ended,10.0,537874.0,330.0,Late,Up to 30min late,537874,-31.0,361.0
558711,249274,connect,ended,10.0,542660.0,180.0,Late,Up to 30min late,542660,38.0,142.0
525787,372809,connect,ended,10.0,561211.0,600.0,Late,Up to 30min late,561211,-134.0,734.0
561599,275810,mobile,ended,11.0,554462.0,600.0,Late,Up to 30min late,554462,535.0,65.0
543525,386259,connect,ended,11.0,541605.0,0.0,Late,Up to 30min late,541605,1.0,-1.0
557368,375553,mobile,ended,11.0,549518.0,720.0,Late,Up to 30min late,549518,-86.0,806.0
561079,376652,mobile,ended,11.0,560197.0,0.0,Late,Up to 30min late,560197,-7.0,7.0
539506,390656,connect,ended,11.0,513950.0,0.0,Late,Up to 30min late,513950,-2.0,2.0
563634,360418,mobile,ended,11.0,544591.0,480.0,Late,Up to 30min late,544591,-22.0,502.0
538748,243721,mobile,ended,11.0,534917.0,120.0,Late,Up to 30min late,534917,131.0,-11.0
527015,243721,mobile,canceled,,534917.0,120.0,Unknown,Unknown,534917,131.0,-11.0
554174,312622,mobile,ended,11.0,554035.0,60.0,Late,Up to 30min late,554035,0.0,60.0
548814,338940,mobile,ended,11.0,531952.0,450.0,Late,Up to 30min late,531952,320.0,130.0
561476,410402,mobile,ended,11.0,550186.0,0.0,Late,Up to 30min late,550186,21.0,-21.0
568573,342699,connect,ended,11.0,568298.0,60.0,Late,Up to 30min late,568298,7.0,53.0
566333,413083,mobile,ended,11.0,555971.0,510.0,Late,Up to 30min late,555971,-30.0,540.0
552189,321170,mobile,ended,12.0,537078.0,300.0,Late,Up to 30min late,537078,22.0,278.0
546300,397728,mobile,ended,12.0,557231.0,570.0,Late,Up to 30min late,557231,64.0,506.0
552365,404130,connect,ended,12.0,553206.0,480.0,Late,Up to 30min late,553206,18.0,462.0
540479,374684,mobile,ended,12.0,539751.0,0.0,Late,Up to 30min late,539751,3.0,-3.0
568523,297973,mobile,ended,12.0,567121.0,240.0,Late,Up to 30min late,567121,-275.0,515.0
543401,215979,mobile,ended,13.0,542150.0,210.0,Late,Up to 30min late,542150,12.0,198.0
540293,348462,mobile,ended,13.0,511557.0,360.0,Late,Up to 30min late,511557,-4.0,364.0
553299,412021,mobile,ended,13.0,552971.0,600.0,Late,Up to 30min late,552971,-38.0,638.0
547668,369881,connect,ended,13.0,535011.0,0.0,Late,Up to 30min late,535011,5.0,-5.0
542869,300377,mobile,ended,13.0,532441.0,0.0,Late,Up to 30min late,532441,21.0,-21.0
562874,349171,connect,ended,13.0,561815.0,600.0,Late,Up to 30min late,561815,-493.0,1093.0
545005,362339,connect,ended,13.0,538954.0,570.0,Late,Up to 30min late,538954,-914.0,1484.0
551778,394305,mobile,ended,13.0,549859.0,150.0,Late,Up to 30min late,549859,8.0,142.0
558724,380479,mobile,ended,13.0,555526.0,570.0,Late,Up to 30min late,555526,52.0,518.0
543866,406999,mobile,ended,14.0,541317.0,150.0,Late,Up to 30min late,541317,-48.0,198.0
541281,397046,mobile,ended,14.0,537194.0,210.0,Late,Up to 30min late,537194,189.0,21.0
518569,277669,mobile,ended,14.0,523594.0,480.0,Late,Up to 30min late,523594,-56.0,536.0
547797,397838,mobile,ended,14.0,542249.0,90.0,Late,Up to 30min late,542249,-84.0,174.0
540408,373893,connect,ended,14.0,537659.0,450.0,Late,Up to 30min late,537659,-4.0,454.0
544135,297119,mobile,ended,14.0,539618.0,120.0,Late,Up to 30min late,539618,101.0,19.0
536022,383329,mobile,ended,14.0,539569.0,120.0,Late,Up to 30min late,539569,-4.0,124.0
556448,285452,connect,ended,14.0,556131.0,30.0,Late,Up to 30min late,556131,-74.0,104.0
568119,342699,connect,ended,14.0,563443.0,30.0,Late,Up to 30min late,563443,-1.0,31.0
568405,353274,mobile,ended,15.0,554676.0,0.0,Late,Up to 30min late,554676,-8.0,8.0
557674,375915,mobile,ended,15.0,550183.0,480.0,Late,Up to 30min late,550183,-1333.0,1813.0
550240,407865,mobile,ended,15.0,550984.0,120.0,Late,Up to 30min late,550984,-10.0,130.0
565470,394043,mobile,ended,15.0,562479.0,180.0,Late,Up to 30min late,562479,127.0,53.0
556500,362187,connect,ended,15.0,555592.0,60.0,Late,Up to 30min late,555592,-106.0,166.0
560169,367919,connect,ended,15.0,554745.0,0.0,Late,Up to 30min late,554745,-32.0,32.0
550185,386259,connect,ended,15.0,547975.0,180.0,Late,Up to 30min late,547975,27.0,153.0
546477,383309,mobile,ended,16.0,548486.0,660.0,Late,Up to 30min late,548486,-3.0,663.0
566850,400181,mobile,ended,16.0,561893.0,720.0,Late,Up to 30min late,561893,52.0,668.0
542274,368404,mobile,ended,16.0,523506.0,720.0,Late,Up to 30min late,523506,5.0,715.0
544361,400171,mobile,ended,16.0,534370.0,0.0,Late,Up to 30min late,534370,-69.0,69.0
540016,357860,connect,ended,16.0,542394.0,570.0,Late,Up to 30min late,542394,-9.0,579.0
562389,325328,connect,ended,16.0,561921.0,330.0,Late,Up to 30min late,561921,-9.0,339.0
546659,333731,mobile,ended,17.0,548560.0,120.0,Late,Up to 30min late,548560,24.0,96.0
566054,390729,mobile,ended,17.0,556355.0,90.0,Late,Up to 30min late,556355,,
557220,337311,mobile,ended,17.0,536108.0,0.0,Late,Up to 30min late,536108,-843.0,843.0
560740,383344,connect,ended,17.0,534678.0,60.0,Late,Up to 30min late,534678,164.0,-104.0
556975,320481,mobile,ended,17.0,559071.0,150.0,Late,Up to 30min late,559071,-61.0,211.0
549461,305876,mobile,ended,17.0,523875.0,0.0,Late,Up to 30min late,523875,,
549212,344576,mobile,ended,17.0,549196.0,120.0,Late,Up to 30min late,549196,-32.0,152.0
549521,387976,mobile,ended,17.0,543979.0,0.0,Late,Up to 30min late,543979,7.0,-7.0
538721,288611,mobile,ended,17.0,534242.0,60.0,Late,Up to 30min late,534242,12.0,48.0
556362,351153,mobile,ended,17.0,554711.0,720.0,Late,Up to 30min late,554711,1.0,719.0
570039,363377,mobile,ended,17.0,562077.0,180.0,Late,Up to 30min late,562077,100.0,80.0
550411,323762,mobile,ended,17.0,549767.0,600.0,Late,Up to 30min late,549767,-222.0,822.0
557619,320438,mobile,ended,17.0,556077.0,150.0,Late,Up to 30min late,556077,-20.0,170.0
554695,402993,mobile,ended,17.0,560722.0,720.0,Late,Up to 30min late,560722,-33.0,753.0
553596,407865,mobile,ended,17.0,558854.0,690.0,Late,Up to 30min late,558854,45.0,645.0
